price	year	manufacturer	condition	cylinders	odometer	transmission	state	fuel	size
3995	2000	toyota	good	4 cylinders	208322	automatic	wi	gas	full-size
22200	2014	ford	good	8 cylinders	152000	automatic	ia	gas	full-size
14995	2013	ford	good	6 cylinders	48453	automatic	fl	gas	full-size
11975	2011	mercedes-benz	excellent	6 cylinders	164000	automatic	ca	gas	full-size
3000	1994	lincoln	good	8 cylinders	211500	automatic	az	gas	full-size
12000	2010	acura	excellent	6 cylinders	170500	automatic	ca	gas	mid-size
3500	2007	honda	excellent	5 cylinders	221000	automatic	oh	gas	compact
23990	2015	toyota	excellent	6 cylinders	85364	automatic	fl	gas	mid-size
9500	2012	ram	good	8 cylinders	141000	automatic	ky	gas	full-size
9999	2010	cadillac	excellent	6 cylinders	125915	automatic	nc	gas	full-size
16000	1949	ford	good	6 cylinders	29000	automatic	mi	gas	mid-size
10995	2002	chevrolet	good	8 cylinders	53058	automatic	nm	gas	full-size
3999	2009	kia	excellent	4 cylinders	198780	manual	or	gas	compact
26900	2018	subaru	excellent	4 cylinders	20161	automatic	tn	gas	sub-compact
10995	2011	bmw	excellent	6 cylinders	90617	automatic	tx	gas	mid-size
6995	2010	subaru	excellent	4 cylinders	100400	automatic	va	gas	full-size
20000	2018	chevrolet	excellent	6 cylinders	51000	automatic	oh	gas	full-size
4650	2005	chrysler	excellent	6 cylinders	97000	automatic	nj	gas	full-size
10900	1994	gmc	good	6 cylinders	271504	automatic	fl	diesel	full-size
1	2019	lincoln	excellent	10 cylinders	62484	other	fl	gas	compact
9500	2013	mazda	excellent	4 cylinders	55000	manual	md	gas	sub-compact
19500	1967	mercury	excellent	8 cylinders	10183	automatic	nv	gas	full-size
3500	2013	hyundai	good	4 cylinders	68464	automatic	ca	gas	mid-size
11950	2011	toyota	good	6 cylinders	154662	automatic	nc	gas	full-size
5499	2012	chevrolet	excellent	5 cylinders	250000	automatic	pa	gas	mid-size
11000	2011	nissan	like new	6 cylinders	150000	automatic	nj	gas	full-size
11995	2007	chevrolet	good	8 cylinders	124390	automatic	ny	gas	full-size
8250	2012	gmc	excellent	6 cylinders	159260	automatic	ia	gas	full-size
7495	2014	ford	excellent	4 cylinders	80126	automatic	ct	gas	mid-size
5990	2008	pontiac	like new	6 cylinders	135775	automatic	ca	gas	full-size
600	2006	nissan	salvage	4 cylinders	165000	automatic	pa	gas	mid-size
2500	2006	toyota	good	6 cylinders	185000	automatic	oh	gas	full-size
1	2019	ford	excellent	8 cylinders	8990	other	fl	gas	mid-size
11299	2010	audi	like new	6 cylinders	91107	automatic	me	gas	compact
10850	2009	jeep	good	6 cylinders	63000	automatic	ny	gas	full-size
32000	1965	chevrolet	excellent	8 cylinders	52000	manual	pa	gas	full-size
45300	2018	ram	excellent	6 cylinders	34125	automatic	pa	diesel	full-size
24000	2005	ram	excellent	6 cylinders	190000	automatic	ca	diesel	full-size
19500	2014	ford	excellent	6 cylinders	96950	automatic	ma	gas	full-size
24995	2012	ford	excellent	8 cylinders	129500	automatic	ny	gas	full-size
3000	1999	subaru	fair	4 cylinders	285000	automatic	wa	gas	sub-compact
19999	2016	infiniti	good	6 cylinders	101805	automatic	ri	gas	mid-size
15500	2014	nissan	excellent	6 cylinders	101800	automatic	ga	gas	mid-size
12995	2011	chevrolet	excellent	8 cylinders	202801	automatic	co	gas	full-size
4900	2007	toyota	excellent	4 cylinders	190000	manual	nm	gas	mid-size
9990	2007	honda	excellent	4 cylinders	112811	automatic	ny	gas	mid-size
3750	1999	toyota	excellent	4 cylinders	106452	automatic	ca	gas	full-size
10500	1959	gmc	good	6 cylinders	100	manual	fl	gas	full-size
6500	1990	ford	excellent	8 cylinders	57000	automatic	ca	diesel	full-size
12875	2012	hyundai	good	6 cylinders	80166	automatic	tn	gas	full-size
30900	2015	chevrolet	excellent	8 cylinders	113000	automatic	va	gas	full-size
10900	2010	lincoln	excellent	6 cylinders	66012	automatic	oh	gas	full-size
13750	2012	chevrolet	good	8 cylinders	98178	automatic	wi	gas	full-size
18000	2012	ford	excellent	8 cylinders	128000	automatic	tx	gas	full-size
100	2018	nissan	like new	4 cylinders	53002	automatic	pa	gas	mid-size
11000	2012	infiniti	excellent	6 cylinders	131000	automatic	nm	gas	mid-size
4500	2005	audi	like new	4 cylinders	11123	automatic	mi	gas	compact
11111	2005	ford	excellent	8 cylinders	158200	automatic	co	diesel	full-size
11500	1984	pontiac	like new	8 cylinders	32779	automatic	ct	gas	full-size
4500	2007	toyota	excellent	4 cylinders	141978	automatic	oh	gas	full-size
31990	2013	ford	good	8 cylinders	101335	automatic	ny	gas	full-size
11200	2015	chevrolet	excellent	4 cylinders	166476	automatic	ca	gas	full-size
7700	2015	kia	excellent	4 cylinders	87000	automatic	il	gas	full-size
6600	2013	hyundai	good	4 cylinders	154111	automatic	tx	gas	mid-size
3000	2001	toyota	good	6 cylinders	352000	automatic	tn	gas	mid-size
40998	2019	ford	excellent	6 cylinders	18955	automatic	wi	gas	full-size
28000	2014	toyota	excellent	8 cylinders	132000	automatic	co	gas	full-size
29997	2017	bmw	excellent	4 cylinders	46434	automatic	tn	gas	full-size
3900	2015	ford	excellent	4 cylinders	110321	automatic	az	hybrid	mid-size
6000	2004	ford	good	6 cylinders	89000	automatic	wa	gas	sub-compact
51400	2020	ford	excellent	6 cylinders	7215	automatic	mi	gas	full-size
3500	2008	hyundai	good	4 cylinders	202500	automatic	in	gas	full-size
9500	2010	ford	fair	8 cylinders	163000	automatic	wi	gas	full-size
3400	2008	honda	good	4 cylinders	125000	automatic	tx	gas	compact
9950	2009	chevrolet	excellent	8 cylinders	192000	automatic	id	gas	full-size
4995	2008	acura	good	6 cylinders	174000	automatic	pa	gas	full-size
7995	2010	volkswagen	excellent	4 cylinders	92846	automatic	or	gas	mid-size
4000	2009	honda	excellent	4 cylinders	200000	automatic	md	gas	mid-size
11900	2011	cadillac	excellent	6 cylinders	79930	automatic	sc	gas	mid-size
9950	2015	kia	good	6 cylinders	87000	automatic	ia	gas	full-size
6995	2009	kia	good	4 cylinders	50874	automatic	pa	gas	mid-size
12500	2005	chevrolet	good	8 cylinders	160000	automatic	tx	gas	full-size
2985	2003	ram	good	8 cylinders	173076	automatic	mn	gas	full-size
7250	2008	subaru	excellent	4 cylinders	104000	automatic	ny	gas	sub-compact
49900	2018	ford	like new	8 cylinders	100000	automatic	tx	diesel	full-size
3995	2005	ford	good	6 cylinders	244980	automatic	co	gas	compact
45990	2015	ford	excellent	8 cylinders	91616	automatic	wi	gas	full-size
15395	2013	chevrolet	like new	8 cylinders	131392	automatic	ca	gas	full-size
78000	2019	mercedes-benz	new	8 cylinders	233	automatic	hi	gas	full-size
5000	1986	cadillac	like new	6 cylinders	80000	automatic	il	gas	full-size
23900	2013	ford	excellent	6 cylinders	92958	automatic	fl	gas	full-size
15500	2014	bmw	good	4 cylinders	91780	automatic	ny	gas	full-size
4000	2005	ford	good	8 cylinders	129000	automatic	or	gas	full-size
2400	2017	ford	good	4 cylinders	72000	automatic	ok	gas	full-size
8499	2011	honda	good	4 cylinders	86426	manual	pa	gas	mid-size
3950	2004	subaru	good	4 cylinders	180000	automatic	ca	gas	compact
12000	2015	chevrolet	excellent	6 cylinders	64000	automatic	nm	gas	full-size
19900	2014	mercedes-benz	excellent	6 cylinders	64146	automatic	tx	gas	full-size
4295	2009	honda	good	4 cylinders	215850	automatic	ct	gas	sub-compact
12990	2018	kia	excellent	4 cylinders	46000	automatic	nc	gas	compact
175	2019	honda	new	4 cylinders	500	manual	ny	gas	compact
7250	1998	chrysler	excellent	6 cylinders	133000	automatic	nc	gas	full-size
87700	2020	ford	like new	8 cylinders	12900	automatic	ok	diesel	full-size
4800	1952	ford	fair	8 cylinders	19247	manual	ia	gas	full-size
2000	2007	chrysler	good	6 cylinders	180000	automatic	ky	gas	full-size
14500	2008	jeep	excellent	6 cylinders	150000	manual	in	gas	full-size
19900	2015	ram	excellent	6 cylinders	127549	automatic	ks	diesel	full-size
23388	2013	jeep	excellent	6 cylinders	136875	automatic	sc	gas	full-size
2500	2002	bmw	good	6 cylinders	208532	manual	wi	gas	compact
3200	2003	subaru	good	4 cylinders	175123	automatic	nm	gas	mid-size
11000	2011	nissan	excellent	6 cylinders	131665	automatic	mo	gas	full-size
44995	2018	toyota	like new	8 cylinders	33545	automatic	fl	gas	full-size
10500	2014	kia	excellent	4 cylinders	106197	manual	ca	gas	full-size
15999	2014	hyundai	excellent	4 cylinders	92996	automatic	tn	gas	mid-size
5000	1997	lincoln	excellent	8 cylinders	58740	automatic	va	gas	full-size
7950	2011	ford	good	6 cylinders	142545	automatic	ok	gas	full-size
4750	2006	honda	good	4 cylinders	258000	automatic	ks	gas	mid-size
18495	2013	gmc	excellent	8 cylinders	146365	automatic	co	gas	full-size
34500	2003	ford	like new	8 cylinders	148000	automatic	pa	diesel	full-size
3300	2004	honda	good	6 cylinders	135000	automatic	tx	gas	full-size
38128	2017	dodge	excellent	8 cylinders	30694	automatic	mt	gas	full-size
2000	2007	toyota	good	4 cylinders	200000	automatic	tx	gas	full-size
11495	2011	infiniti	excellent	6 cylinders	165982	automatic	tx	gas	full-size
3500	1999	ford	like new	6 cylinders	113000	automatic	mt	gas	mid-size
3500	2009	ford	good	8 cylinders	137000	automatic	md	gas	full-size
5000	2012	chevrolet	good	4 cylinders	147700	automatic	ca	gas	compact
14300	2012	chevrolet	excellent	6 cylinders	56300	automatic	ma	gas	mid-size
6500	1969	chevrolet	excellent	8 cylinders	70000	manual	nm	gas	compact
6500	1982	mercedes-benz	good	5 cylinders	96000	automatic	ak	diesel	full-size
10000	2005	ford	good	8 cylinders	164000	automatic	or	gas	full-size
7950	2010	buick	excellent	8 cylinders	117000	automatic	il	gas	full-size
11499	2014	mercedes-benz	excellent	4 cylinders	117000	automatic	fl	gas	mid-size
37995	2008	lexus	excellent	8 cylinders	82908	automatic	ca	gas	full-size
23800	2015	ram	excellent	8 cylinders	95200	automatic	ar	gas	full-size
27499	2014	chevrolet	excellent	8 cylinders	110205	automatic	ut	gas	full-size
5995	2012	kia	excellent	4 cylinders	146294	automatic	pa	gas	compact
1900	2004	chevrolet	good	4 cylinders	150000	automatic	ia	gas	mid-size
14495	2015	ford	excellent	6 cylinders	90000	automatic	tx	gas	full-size
26900	2017	dodge	like new	6 cylinders	44000	automatic	az	gas	mid-size
1	2019	lincoln	excellent	10 cylinders	62484	other	fl	gas	compact
13995	2014	gmc	excellent	6 cylinders	99790	automatic	mi	gas	full-size
13995	2014	buick	excellent	4 cylinders	73000	automatic	ia	gas	compact
17995	2008	cadillac	like new	8 cylinders	117933	automatic	id	gas	full-size
11375	2013	kia	excellent	4 cylinders	96539	automatic	va	gas	mid-size
35000	2014	rover	like new	6 cylinders	131000	automatic	mi	gas	full-size
5000	2005	chevrolet	good	6 cylinders	180000	automatic	ia	gas	full-size
7995	2008	ford	good	6 cylinders	109901	automatic	mi	gas	full-size
38995	2014	chevrolet	excellent	8 cylinders	39412	automatic	wi	gas	mid-size
17900	2013	gmc	good	8 cylinders	113000	automatic	ia	gas	full-size
9995	2013	toyota	good	4 cylinders	96831	automatic	ny	gas	mid-size
2850	2003	chevrolet	excellent	6 cylinders	187359	automatic	nc	gas	full-size
7900	2015	toyota	good	4 cylinders	153626	automatic	ca	hybrid	sub-compact
9000	2015	toyota	like new	4 cylinders	66500	automatic	tx	gas	mid-size
35900	2012	gmc	excellent	8 cylinders	163000	automatic	tn	diesel	full-size
15975	2012	mercedes-benz	excellent	8 cylinders	124615	automatic	ky	gas	full-size
5500	2009	jeep	excellent	6 cylinders	122543	automatic	ar	gas	mid-size
32000	2017	ford	like new	6 cylinders	82000	automatic	tx	gas	full-size
10995	2014	chevrolet	excellent	4 cylinders	88235	automatic	ca	gas	compact
9250	2013	chevrolet	excellent	4 cylinders	89649	automatic	ma	gas	full-size
10000	1977	chevrolet	good	8 cylinders	135000	automatic	ca	gas	mid-size
2000	2006	jeep	salvage	8 cylinders	182000	automatic	or	gas	compact
8480	2010	honda	excellent	4 cylinders	106100	automatic	nc	gas	compact
3500	2006	pontiac	good	6 cylinders	150000	automatic	pa	gas	mid-size
44990	2015	ram	good	6 cylinders	80733	automatic	il	diesel	full-size
28000	2014	ford	good	6 cylinders	93200	automatic	fl	gas	full-size
7995	2012	buick	good	4 cylinders	115715	automatic	il	gas	full-size
19995	2015	honda	excellent	6 cylinders	121766	automatic	nc	gas	full-size
7999	2001	ford	excellent	6 cylinders	80001	automatic	mn	gas	full-size
4500	2012	chevrolet	good	4 cylinders	103000	automatic	az	gas	mid-size
20995	2011	ram	excellent	8 cylinders	79000	automatic	pa	gas	full-size
5700	2006	ford	excellent	8 cylinders	106000	automatic	ma	gas	full-size
3500	2002	honda	good	4 cylinders	194237	automatic	ca	gas	mid-size
3500	2008	buick	excellent	6 cylinders	97588	automatic	ny	gas	full-size
12800	2012	chevrolet	like new	8 cylinders	212000	automatic	fl	gas	full-size
4700	2002	ford	good	8 cylinders	150000	automatic	ma	diesel	full-size
6000	1972	volkswagen	like new	4 cylinders	87000	manual	wa	gas	compact
5995	2011	ford	good	8 cylinders	104000	automatic	ri	gas	full-size
15990	2010	ford	good	8 cylinders	179896	automatic	tn	gas	full-size
2000	2007	chevrolet	good	4 cylinders	204512	manual	ca	gas	compact
6950	2011	hyundai	excellent	4 cylinders	105000	automatic	ca	gas	full-size
5490	2008	toyota	good	8 cylinders	300000	automatic	nc	gas	full-size
74988	2015	ford	excellent	6 cylinders	67517	manual	fl	diesel	full-size
6599	2009	hyundai	excellent	8 cylinders	137556	automatic	az	gas	mid-size
20695	2017	lincoln	like new	4 cylinders	41969	automatic	vt	gas	mid-size
1500	2015	jeep	excellent	4 cylinders	106000	automatic	ok	gas	compact
10700	2006	ford	excellent	8 cylinders	230000	automatic	tx	gas	full-size
21500	2017	ford	like new	6 cylinders	104013	automatic	nc	gas	full-size
10995	2008	lexus	excellent	6 cylinders	135329	automatic	ky	gas	full-size
14177	2017	chevrolet	excellent	4 cylinders	47842	automatic	oh	gas	compact
7500	1995	jeep	excellent	6 cylinders	204000	automatic	wi	gas	mid-size
22000	1976	chevrolet	excellent	8 cylinders	77000	manual	oh	gas	mid-size
10000	2010	cadillac	excellent	8 cylinders	94000	automatic	nc	gas	mid-size
600	2010	chevrolet	like new	4 cylinders	131916	automatic	ar	gas	compact
2500	2006	toyota	excellent	8 cylinders	224169	automatic	tx	gas	full-size
38499	2017	lexus	good	8 cylinders	49898	automatic	co	gas	full-size
17999	2015	chevrolet	excellent	6 cylinders	95000	automatic	ca	gas	full-size
5995	2008	chrysler	excellent	6 cylinders	174474	automatic	nh	gas	full-size
14990	2015	hyundai	excellent	4 cylinders	47449	automatic	or	gas	compact
12699	2012	jeep	excellent	8 cylinders	133487	automatic	fl	gas	full-size
5200	2001	lexus	excellent	8 cylinders	170000	automatic	az	gas	full-size
15999	2011	chevrolet	excellent	8 cylinders	139969	automatic	wi	gas	full-size
15000	2002	chevrolet	excellent	8 cylinders	185000	automatic	or	diesel	full-size
18900	2018	gmc	excellent	4 cylinders	0	automatic	ca	gas	full-size
6500	2007	chevrolet	excellent	6 cylinders	100000	automatic	ma	gas	mid-size
25600	2019	ford	excellent	4 cylinders	4885	manual	mi	gas	compact
5500	2004	chevrolet	fair	8 cylinders	187700	automatic	ca	gas	full-size
29995	2018	jeep	good	6 cylinders	83867	automatic	ca	gas	full-size
7000	2010	chrysler	excellent	6 cylinders	64200	automatic	id	gas	full-size
3500	2008	volkswagen	excellent	4 cylinders	198426	automatic	md	gas	mid-size
11999	2016	volkswagen	excellent	4 cylinders	49546	automatic	ca	electric	compact
16000	2013	toyota	excellent	6 cylinders	111800	automatic	az	gas	full-size
1	2013	bmw	excellent	8 cylinders	66035	other	fl	gas	compact
14990	2012	ford	good	6 cylinders	108814	automatic	nd	gas	full-size
5000	2001	chevrolet	good	8 cylinders	200	automatic	nm	gas	full-size
4200	2008	pontiac	excellent	4 cylinders	130000	automatic	ct	gas	mid-size
30900	2013	ford	excellent	8 cylinders	136000	automatic	mn	diesel	full-size
32995	2014	ford	excellent	8 cylinders	105922	automatic	az	gas	full-size
15800	2017	jeep	good	4 cylinders	58000	automatic	ny	gas	full-size
5999	2008	volkswagen	good	5 cylinders	100338	automatic	or	gas	compact
5998	2007	gmc	good	6 cylinders	183812	automatic	or	gas	full-size
17990	2010	ford	excellent	8 cylinders	107640	automatic	dc	gas	full-size
11999	2014	nissan	like new	4 cylinders	51000	automatic	ny	gas	full-size
5000	2010	subaru	good	4 cylinders	138000	automatic	nm	gas	mid-size
5900	2007	chevrolet	fair	8 cylinders	250000	automatic	mi	gas	full-size
3995	2005	chrysler	like new	4 cylinders	81214	automatic	ma	gas	mid-size
9000	2004	chevrolet	good	8 cylinders	157000	automatic	al	gas	full-size
1650	1997	ford	good	6 cylinders	92000	automatic	ia	gas	full-size
23995	2015	ram	like new	8 cylinders	127722	automatic	mt	gas	full-size
19800	2012	ford	excellent	8 cylinders	115000	automatic	mt	gas	full-size
17500	2014	lexus	excellent	6 cylinders	74000	automatic	mt	hybrid	full-size
18895	2019	volkswagen	excellent	4 cylinders	24656	automatic	ca	gas	full-size
23500	2014	toyota	excellent	6 cylinders	92234	automatic	ca	gas	mid-size
8999	2004	toyota	good	8 cylinders	158000	automatic	ma	gas	full-size
4995	2006	toyota	excellent	4 cylinders	180706	automatic	mi	gas	mid-size
14990	2012	dodge	good	6 cylinders	98231	automatic	nd	gas	full-size
17999	2013	infiniti	excellent	6 cylinders	79892	automatic	ca	gas	full-size
4995	2001	jeep	good	8 cylinders	182879	automatic	co	gas	mid-size
16895	2013	audi	excellent	4 cylinders	76819	automatic	ky	gas	full-size
650	2001	jeep	fair	6 cylinders	187255	automatic	ca	gas	full-size
4500	2012	jeep	good	4 cylinders	150436	automatic	ia	gas	mid-size
5500	2005	ford	excellent	6 cylinders	92000	automatic	pa	gas	full-size
15495	2018	chevrolet	excellent	4 cylinders	27317	automatic	mi	gas	compact
38990	2013	mercedes-benz	like new	8 cylinders	82000	automatic	nj	gas	compact
13500	2014	ford	like new	6 cylinders	36300	automatic	mi	gas	mid-size
4500	2015	volkswagen	good	4 cylinders	178000	automatic	nc	gas	compact
1000	2006	acura	salvage	4 cylinders	150000	manual	va	gas	sub-compact
7900	2004	dodge	good	6 cylinders	131000	automatic	wi	gas	full-size
43900	2020	nissan	new	6 cylinders	5600	manual	ny	gas	mid-size
10500	2015	nissan	excellent	4 cylinders	80000	automatic	ca	gas	mid-size
4450	2005	pontiac	good	6 cylinders	170768	automatic	il	gas	full-size
5000	2007	bmw	good	6 cylinders	146737	automatic	in	gas	mid-size
3995	2005	honda	like new	4 cylinders	126000	automatic	oh	gas	mid-size
28900	2004	chevrolet	excellent	8 cylinders	45000	automatic	or	gas	full-size
32500	2018	toyota	excellent	6 cylinders	57000	automatic	ks	gas	mid-size
31175	2016	toyota	good	6 cylinders	89395	automatic	vt	gas	full-size
5900	2009	toyota	excellent	4 cylinders	108000	automatic	hi	hybrid	mid-size
4900	2010	chevrolet	like new	6 cylinders	190000	automatic	mo	gas	full-size
5850	2002	chevrolet	good	8 cylinders	150000	automatic	md	gas	full-size
14450	2012	lincoln	excellent	6 cylinders	85925	automatic	ky	gas	full-size
7750	2007	toyota	good	4 cylinders	71123	automatic	pa	gas	mid-size
16888	2008	toyota	good	6 cylinders	188096	automatic	al	gas	mid-size
8940	2004	nissan	excellent	6 cylinders	148000	automatic	ca	gas	mid-size
6000	2004	ford	excellent	8 cylinders	172000	automatic	or	gas	full-size
7000	2010	mazda	like new	4 cylinders	90000	automatic	ny	gas	full-size
16800	2000	dodge	good	6 cylinders	250010	automatic	ca	diesel	full-size
